wals_code,Name,latitude,longitude
rsl,Russian Sign Language,56.0,44.0
rsm,Romansch (Surmeiran),46.5833333333,9.75
rsu,Romansch (Sursilvan),46.6666666667,8.83333333333
rti,Roti,-10.6666666667,123.25
rtk,Rotokas,-6.0,155.166666667
ruk,Rukai (Tanan),22.8333333333,120.833333333
rum,Rumu,-7.16666666667,144.25
run,Runga,10.3333333333,21.0
rus,Russian,56.0,38.0
rut,Rutul,41.5,47.4166666667
rwa,Rawa,-5.83333333333,146.0
rwe,Romani (Welsh),52.0,-4.0
ryu,Shuri,26.5,127.5
saa,Sa'a,-9.61666666667,161.45
sab,Sa'ban,3.66666666667,115.666666667
sae,Saek,17.4166666667,104.75
sah,Sahu,1.16666666667,127.5
sak,Sakao,-15.1666666667,167.083333333
sal,Salinan,36.0,-121.0
sam,Samoan,-13.9166666667,-171.833333333
san,Sango,5.0,18.0
sao,Saho,14.75,39.75
sap,Sapuan,15.1666666667,106.833333333
sar,Sare,-4.5,143.166666667
sav,Savi,35.0,71.5
saw,Sawu,-11.5,121.916666667
say,Sayultec,17.8333333333,-95.0
sba,Sáliba (in Colombia),6.0,-70.0
sbg,Sama (Balangingi),6.16666666667,121.833333333
sch,Saanich,48.5833333333,-123.416666667
scr,Serbian-Croatian,44.0,19.0
scs,Saami (Central-South),64.6666666667,16.75
sdh,Sindhi,26.0,69.0
sdw,Sandawe,-5.0,35.0
sea,Southeast Ambrym,-16.3,168.216666667
seb,Sebei,1.33333333333,34.5833333333
sec,Secoya,-0.333333333333,-76.0
sed,Sedang,14.8333333333,108.0
see,Seediq,24.1666666667,121.416666667
sel,Selknam,-53.0,-70.0
sem,Sema,26.0,94.5
sen,Sena,-18.0,35.25
ser,Seri,29.0,-112.0
ses,Sesotho,-28.0,27.0
sey,Seychelles Creole,-4.75,55.5
sgb,Sougb,-1.5,134.0
sge,Songe,-6.83333333333,22.0
sgl,Sengele,-1.83333333333,17.3333333333
sgr,Sangir,3.5,125.5
sgs,Songish,48.45,-123.333333333
sgu,Sangu,-1.5,11.8333333333
sha,Shan,22.0,98.0
shb,Shabo,7.58333333333,35.4166666667
shd,Sherdukpen,27.0,92.5
she,Sherpa,27.75,86.8333333333
shg,Shigatse,29.0,89.0
shh,Sharanahua,-11.0,-70.0
shi,Shiriana,3.5,-62.8333333333
shk,Shipibo-Konibo,-7.5,-75.0
shl,Shilluk,9.66666666667,31.75
shm,Shambala,-4.25,38.25
shn,Shona,-18.0,31.0
sho,Shoshone,41.0,-114.0
shp,Sahaptin (Northern),46.5,-120.0
shr,Shor,53.0,88.0
shs,Shasta,41.8333333333,-122.666666667
sht,Shatt,10.8333333333,30.0
shu,Shuswap,52.0,-120.0
shw,Shawnee,40.0,-83.0
shy,Shira Yughur,38.0,99.0
sia,Siane,-6.08333333333,145.2
sid,Sidaama,6.66666666667,38.5
sik,Sika,-8.7,122.25
sil,Sila,12.3333333333,21.75
sim,Simeulue,2.5,96.25
sin,Siona,0.333333333333,-76.25
sio,Sio,-5.95,147.333333333
sir,Siar,-4.66666666667,152.916666667
sis,Sisiqa,-7.0,156.833333333
siu,Siuslaw,44.0,-124.0
ski,Saami (Kildin),67.0,37.0
skk,Sikkimese,27.8333333333,88.5
skl,Sikule,2.66666666667,96.0
skm,Sukuma,-2.83333333333,32.0
skn,Sikuani,6.25,-71.5
sko,Skou,-2.66666666667,140.916666667
skp,Selkup,65.0,82.0
skr,Sikaritai,-2.91666666667,138.25
sku,Suku,-6.0,17.6666666667
skw,Shekhawati,28.0,75.5
sla,Slave,67.0,-125.0
slb,Saliba (in Papua New Guinea),-10.5833333333,150.716666667
sle,Samba Leko,8.5,12.5
slg,Sulung,28.3333333333,93.25
slo,Slovene,46.0,15.0
slp,Selepet,-6.16666666667,147.166666667
slr,Salar,35.0,103.0
slv,Slavey,60.0,-120.0
sly,Selayar,-6.0,120.5
smd,Semandang,-0.75,110.5
sme,Seme,11.0,-4.91666666667
smj,Semai,4.33333333333,101.666666667
sml,Semelai,3.0,103.0
smn,Seminole,33.0,-84.0
smp,Shompen,7.0,93.75
smt,Sahaptin (Umatilla),45.6666666667,-118.5
sna,Shina,36.0,74.0
snc,Seneca,42.5,-77.5
snd,Senadi,9.5,-6.25
sng,Sinaugoro,-9.83333333333,147.833333333
snh,Sinhala,7.0,80.5
snm,Sanuma,4.5,-64.6666666667
snn,Soninke,15.0,-10.5
sno,Saami (Northern),69.0,24.0
snt,Sentani,-2.58333333333,140.583333333
so,So,2.58333333333,34.75
sob,Sobei,-1.91666666667,138.75
sod,Soddo,8.5,38.5
sol,Solon,48.0,120.0
som,Somali,3.0,45.0
son,Sonsorol-Tobi,5.33333333333,132.25
soo,Sooke,48.3333333333,-123.75
soq,Soqotri,12.5,54.0
sor,Sora,20.0,84.3333333333
sou,Sorbian (Upper),51.8333333333,14.5
spa,Spanish,40.0,-4.0
spc,Spanish (Canary Islands),28.0,-15.5833333333
spi,Spitian,32.25,78.0
spo,Spokane,47.6666666667,-117.75
sps,Salish (Southern Puget Sound),47.25,-122.5
squ,Squamish,49.6666666667,-123.166666667
sra,Sranan,5.83333333333,-55.3333333333
srb,Sorbian,51.5,14.0
src,Sarcee,52.5,-116.0
srd,Sardinian,40.0,9.0
sre,Sre,11.5,108.0
sri,Siriano,0.75,-70.1666666667
srl,Sorbian (Lower),51.75,14.3333333333
srm,Saramaccan,4.5,-55.5
srn,Sirionó,-15.5833333333,-64.0
sro,Siroi,-5.5,146.0
srr,Serrano,34.5,-117.0
sru,Selaru,-8.2,131.0
sry,Siraya,23.0,120.25
ssa,Sisaala,10.8333333333,-2.66666666667
ssh,Shinassha,10.4166666667,36.1666666667
ssl,South Korean Sign Language,37.0,128.0
sss,Salish (Samish Straits),48.5833333333,-122.583333333
sst,Salish (Straits),48.75,-123.25
sta,Santa,31.5,107.5
sti,Stieng,11.8333333333,106.75
stl,Santali,24.5,87.0
stn,Sotho (Northern),-24.0,29.0
sto,Stoney,53.75,-116.5
sub,Subiya,-17.75,24.9166666667
sud,Sudest,-11.5,153.45
sue,Suena,-7.75,147.55
sug,Sungor,13.75,21.5
sui,Sui,26.0,107.5
suk,Suki,-8.0,141.75
sul,Sulka,-5.08333333333,151.916666667
sum,Sumu,13.0,-84.5
sun,Sundanese,-7.0,107.0
sup,Supyire,11.5,-5.58333333333
sur,Sursurunga,-4.0,152.766666667
sus,Susu,10.0,-13.0
sva,Svan,43.0,42.5
svc,Slovincian,54.0,16.0
svk,Slovak,49.0,20.0
svs,Savosavo,-9.13333333333,159.8
svt,Svenska Teckenspråket,59.0,15.0
swa,Swahili,-6.5,39.0
swe,Swedish,60.0,15.0
swi,Sawai,0.5,128.0
swr,Shoshone (Wind River),43.4166666667,-108.833333333
swt,Swati,-26.5,31.0
swv,Swedish (Västerbotten),64.25,19.75
syg,Saryg Yughur,38.75,99.75
syu,Salt-Yui,-6.28333333333,145.033333333
tab,Taba,0.0,127.5
tac,Tacana,-13.5,-68.0
taf,Taiof,-5.53333333333,154.633333333
tag,Tagalog,15.0,121.0
tah,Tahitian,-17.6666666667,-149.583333333
tai,Tuareg (Air),19.0,9.0
taj,Tajik,38.6666666667,70.0
tak,Takia,-4.66666666667,146.0
tal,Talinga,0.416666666667,29.6666666667
tam,Tamang (Eastern),27.5,85.6666666667
tan,Tangale,9.75,11.3333333333
tao,Tarao,24.25,94.1666666667
tap,Taiap,-4.08333333333,144.5
taq,Taiwanese,25.0,121.5
tar,Tariana,1.0,-69.1666666667
tas,Tashlhiyt,31.0,-5.0
tat,Tatana',5.5,115.5
tau,Tauya,-5.75,145.333333333
taw,Tawala,-10.3333333333,150.666666667
tay,Tayo,-22.0,166.333333333
taz,Talysh (Azerbaijan),38.75,48.6666666667
tba,Tabare,-6.08333333333,145.0
tbb,Tübatulabal,36.0,-118.333333333
tbe,Tigré (Beni Amer),15.5,38.0
tbl,Tabla,-2.45,140.416666667
tbo,Tboli,6.16666666667,124.5
tbr,Tabaru,1.5,127.25
tbs,Tabassaran,41.8333333333,47.9166666667
tbt,Tobati,-2.58333333333,140.666666667
tbu,Tubu,16.0,15.0
tbw,Tabwa,-8.0,29.5
tbx,Tangbe,28.9166666667,83.75
tce,Tarahumara (Central),27.5,-107.5
tda,Toda,11.4166666667,76.75
tdi,Tibetan (Dingri),28.5,86.5
tdr,Tibetan (Drokpa),32.25,81.25
tec,Teco,15.4166666667,-92.0833333333
tee,Tepehua (Huehuetla),20.5,-98.0
teh,Tehuelche,-48.0,-68.0
tel,Telugu,16.0,79.0
tem,Tem,8.66666666667,0.5
ten,Tennet,4.41666666667,32.5
teo,Teop,-5.66666666667,155.0
tep,Tepehua (Tlachichilco),20.5833333333,-98.25
ter,Tera,11.0,11.8333333333
tes,Teso,1.83333333333,33.8333333333
tet,Tetela,-4.0,24.0
tew,Tewa (Arizona),35.8333333333,-110.416666667
tex,Turkic (East-Central Xorasan),37.0,59.0
tga,Tangga,-3.46666666667,153.2
tgb,Tagbanwa (Aborlan),9.5,118.5
tgh,Tuareg (Ghat),25.0,10.1666666667
tgk,Tigak,-2.71666666667,150.8
tgl,Tshangla,27.8333333333,92.1666666667
tgn,Tugun,-7.71666666667,126.75
tgo,Tsogo,-1.5,11.3333333333
tgp,Tanglapui,-8.28333333333,125.083333333
tgr,Tigré,16.5,38.5
tgw,Tarangan (West),-6.5,134.166666667
tha,Thai,16.0,101.0
thd,Thadou,24.4166666667,93.9166666667
thk,Thakali,29.0,83.75
thn,Thangmi,27.75,86.0
tho,Thompson,49.75,-121.75
thp,Thaypan,-14.8333333333,143.166666667
ths,Thai Sign Language,15.0,101.0
tht,Tehit,-1.5,132.0
thu,Thulung,27.4166666667,86.5
thw,Thao,23.8833333333,120.916666667
thy,Kuuk Thaayorre,-14.5833333333,141.833333333
tia,Tima,11.6666666667,29.25
tib,Tibetan (Standard Spoken),30.0,91.0
tic,Ticuna,-4.0,-70.5
tid,Tidore,0.75,127.5
tif,Tifal,-5.0,141.333333333
tig,Tigrinya,14.5,38.5
tik,Tikar,5.83333333333,11.6666666667
til,Tillamook,45.3333333333,-123.75
tim,Timugon,5.0,116.0
tin,Tinrin,-21.6666666667,165.75
tir,Tiriyo,3.25,-55.75
tis,Tibetan (Shigatse),29.0,89.0
tiv,Tiv,7.5,9.0
tiw,Tiwi,-11.5,131.0
tja,Tiipay (Jamul),32.1666666667,-116.5
tke,Tokelauan,-9.0,-172.0
tki,Tuki,4.58333333333,11.5
tkl,Takelma,42.5,-123.0
tkm,Turkmen,40.0,58.0
tks,Teke (Southern),-2.33333333333,14.5
tla,Tolai,-4.25,152.083333333
tlb,Tatar-Noghay (Alabugat),47.4166666667,45.6666666667
tld,Talaud,4.25,126.75
tlf,Telefol,-5.0,141.75
tli,Tlingit,59.0,-135.0
tll,Taulil,-4.41666666667,152.083333333
tlo,Tobelo,1.5,128.5
tlp,Tlapanec,17.0833333333,-99.0
tls,Talysh (Southern),37.0,49.0
tma,Tama,14.5,22.0
tmc,Timucua,30.25,-82.5
tmg,Tamagario,-6.41666666667,139.25
tmi,Tatar (Mishar),55.5,49.0
tmk,Tumak,9.5,17.3333333333
tml,Tamil,11.0,78.5
tmm,Tamabo,-15.6666666667,167.166666667
tmn,Temein,11.9166666667,29.4166666667
tmo,Tibetan (Modern Literary),29.8333333333,91.5
tmp,Tampulma,10.4166666667,-0.583333333333
tmr,Temiar,5.0,101.5
tms,Tommo So,15.0,-3.0
tmu,Tat (Muslim),41.25,48.75
tna,Turkana,3.0,35.5
tnb,Tunebo,6.75,-72.25
tnc,Tanacross,63.5,-143.5
tnd,Tindi,42.3666666667,46.25
tne,Temne,8.66666666667,-13.0833333333
tng,Tongan,-21.1666666667,-175.166666667
tni,Tinani,32.3333333333,77.1666666667
tnj,Tanaina,62.0,-150.0
tnk,Tungak,-2.55,150.25
tnl,Tanana (Lower),65.0,-150.0
tnn,Tunen,4.75,10.6666666667
tno,Tondano,1.25,125.0
tns,Tanna (Southwest),-19.5666666667,169.333333333
tnt,Tontemboan,1.08333333333,124.5
tny,Tenyer,10.6666666667,-4.5
toa,Toaripi,-8.33333333333,146.25
tob,Toba,-26.5,-59.0
tod,Tod,32.4166666667,77.25
tof,Tofa,53.75,98.0
toj,Tojolabal,16.3333333333,-91.5
tok,Tarok,9.0,10.0833333333
tol,Tol,14.6666666667,-87.0
ton,Tonkawa,30.25,-96.75
toq,Toqabaqita,-8.41666666667,160.583333333
tor,Toratán,1.08333333333,124.833333333
tos,Totonac (Sierra),19.9166666667,-97.4166666667
tot,Totonac (Misantla),19.9166666667,-96.9166666667
tou,Toussian,11.0,-4.66666666667
tow,Toussian (Win),10.8333333333,-4.66666666667
toy,Tasmanian (Oyster Bay to Pitwater),-42.5,147.75
toz,Tonga (in Zambia),-17.0,27.0
tpa,Totonac (Papantla),20.3333333333,-97.3333333333
tpc,Tepecano,21.75,-104.75
tpi,Tok Pisin,-9.5,147.166666667
tpn,Tepehuan (Northern),26.3333333333,-107.0
tpr,Tupuri,10.1666666667,14.75
tps,Tepehuan (Southeastern),23.0,-104.5
tpt,Tapieté,-19.75,-61.6666666667
trb,Teribe,9.33333333333,-82.6666666667
trc,Trique (Chicahuaxtla),17.1666666667,-97.8333333333
trd,Toraja,-3.0,119.75
trg,Tewa (Rio Grande),36.25,-106.166666667
tri,Trique (Copala),17.1666666667,-97.9166666667
trm,Tirmaga,5.75,35.25
trn,Terêna,-20.0,-56.0
trr,Tairora,-6.5,146.0
trt,Ternate,0.833333333333,127.25
tru,Trumai,-11.9166666667,-53.5833333333
trw,Torwali,34.25,72.0
try,Tiruray,6.75,124.166666667
tsa,Tsakhur,41.6666666667,47.1666666667
tse,Timorese,-9.66666666667,124.5
tsf,Tsafiki,-1.0,-79.3333333333
tsg,Tausug,6.0,121.0
tsh,Tümpisa Shoshone,37.0,-117.0
tsi,Tsimshian (Coast),52.5,-129.0
tsj,Tewa (San Juan Pueblo),36.0833333333,-106.083333333
tsk,Tamashek,20.0,-2.0
tsl,Tanzania Sign Language,-6.0,35.0
tsm,Tasmanian,-42.1666666667,146.5
tsn,Tsonga,-24.0,32.0
tso,Tsou,23.5,120.75
tsp,Tamil (Spoken),11.0,78.0
tsr,Taushiro,-3.25,-75.5
tst,Tsat,18.25,109.5
tsw,Tswana,-24.0,26.0
tsz,Tsez,42.25,45.75
ttb,Tatar (Baraba),55.3333333333,78.3333333333
ttd,Tetun Dili,-8.58333333333,125.583333333
tte,Tutelo,37.6666666667,-78.75
ttn,Tetun,-9.0,126.0
tts,Tati (Southern),36.0,49.6666666667
ttu,Tsova-Tush,42.5,45.5
tty,Tatuyo,0.416666666667,-70.5
tua,Tuamotuan,-17.0,-144.0
tub,Tubar,27.0,-108.0
tuc,Tucano,0.5,-69.1666666667
tug,Tuareg (Ahaggar),23.0,6.0
tui,Türk Isaret Dili,39.0,34.0
tuk,Tukang Besi,-5.5,123.5
tul,Tulu,12.75,75.3333333333
tum,Tumleo,-3.08333333333,142.416666667
tun,Tunica,32.6666666667,-91.0
tup,Tupi,-6.0,-36.0
tur,Turkish,39.0,35.0
tus,Tuscarora,36.0,-77.5
tut,Tutchone (Northern),63.0,-137.0
tuv,Tuvan,52.0,95.0
tuy,Tuyuca,0.5,-70.0833333333
tvl,Tuvaluan,-8.5,179.166666667
tvo,Tatar,56.0,49.5
tvt,Tutsa,27.5,96.5
twa,Twana,47.6666666667,-122.75
twe,Tarahumara (Western),27.5,-108.0
twn,Tiwa (Northern),36.5,-105.5
tws,Tiwa (Southern),35.0,-106.333333333
twx,Turkic (West Xorasan),36.6666666667,56.0
txj,Totonac (Xicotepec de Juárez),20.4166666667,-97.8333333333
tye,Tyeraity,-13.0,130.333333333
tza,Tzeltal (Aguacatenango),16.4166666667,-92.5
tzb,Tzeltal (Bachajón),16.9166666667,-92.0
tze,Tzeltal,16.8333333333,-92.25
tzi,Taiwanese Sign Language (Ziran Shouyu),24.0,121.0
tzo,Tzotzil,16.5,-92.6666666667
tzs,Tzotzil (San Andrés),17.0,-92.8333333333
tzt,Tzeltal (Tenejapa),16.6666666667,-92.3333333333
tzu,Tzutujil,14.6666666667,-91.3333333333
tzz,Tzotzil (Zinacantán),16.8333333333,-92.8333333333
uby,Ubykh,43.6666666667,39.6666666667
udh,Udihe,47.6666666667,136.25
udi,Udi,41.0,48.0
udm,Udmurt,57.5,52.5
ugs,Ugandan Sign Language,1.0,32.5
uhi,Uradhi,-11.9166666667,142.416666667
ukr,Ukrainian,49.0,33.0
uku,Upper Kuskokwim,63.0,-157.0
ulc,Ulcha,52.25,140.333333333
uld,Uldeme,10.95,14.1166666667
uli,Ulithian,9.91666666667,139.583333333
uma,Uma,-1.83333333333,120.0
umb,UMbundu,-12.5,15.0
ump,Umpila,-13.5,143.5
umu,Umaua,1.0,-72.0
una,Una,-4.66666666667,140.0
ung,Ungarinjin,-16.3333333333,126.0
unm,Unami,40.0,-75.1666666667
ura,Ura,-18.6666666667,169.083333333
urd,Urdu,25.0,67.0
urh,Urhobo,5.58333333333,6.0
uri,Urim,-3.58333333333,142.666666667
urk,Urubú-Kaapor,-2.33333333333,-46.5
url,Urak Lawoi',8.0,98.3333333333
urm,Urum,47.1166666667,37.55
urn,Urarina,-4.5,-75.5
urt,Urat,-3.66666666667,142.833333333
uru,Uru,-16.75,-69.0
usa,Usan,-4.83333333333,145.166666667
usl,Urubú Sign Language,-2.33333333333,-46.0
usr,Usarufa,-6.41666666667,145.583333333
ute,Ute,39.0,-109.0
uyg,Uyghur,40.0,80.0
uzb,Uzbek,39.0,66.0
uzn,Uzbek (Northern),40.6666666667,66.5
vaf,Vafsi,34.6666666667,49.9166666667
vag,Vagla,9.41666666667,-2.41666666667
vai,Vai,6.91666666667,-11.25
vas,Vasavi,24.5,71.5
vat,Vata,5.83333333333,-5.41666666667
ved,Vedda,7.0,81.0
ven,Venda,-22.0,30.0
vep,Veps,60.0,35.0
vie,Vietnamese,10.5,106.5
vif,Vili,-5.5,14.0
vka,Kariera,-20.5,118.5
vla,Vlaamse Gebarentaal,51.0,4.0
vnm,Vinmavis,-16.1666666667,167.416666667
vot,Votic,59.5,30.0
wag,Wagiman,-14.0,131.25
wah,Wahgi,-5.83333333333,144.716666667
wai,Wai Wai,1.0,-59.0
wak,Wakhi,36.5,72.0
wal,Walman,-3.21666666667,142.5
wam,Wambaya,-18.6666666667,135.75
wan,Wangkumara,-27.3333333333,143.0
wao,Waorani,-1.0,-76.5
wap,Wappo,38.5,-122.5
war,Wari',-11.3333333333,-65.0
was,Washo,39.25,-120.0
wat,Watjarri,-26.0,117.5
wau,Waunana,4.0,-77.0
way,Wayampi,1.0,-52.0
wbn,Wambon,-5.5,140.416666667
wbt,Wanman,-22.0,123.0
wch,Wichí,-22.5,-62.5833333333
wdo,Western Desert (Ooldea),-30.5,132.0
wec,Welsh (Colloquial),52.75,-3.5833
wed,Wedau,-10.1666666667,150.166666667
wel,Welsh,52.0,-3.0
wem,Wembawemba,-35.3333333333,144.0
wer,Weri,-7.75,146.916666667
wet,Wetan,-8.16666666667,128.0
wgg,Wangkangurru,-27.0,137.0
wgl,Waigali,35.0,71.25
wgu,Warrungu,-18.0,145.0
wic,Wichita,33.3333333333,-97.3333333333
wik,Wikchamni,36.4166666667,-119.083333333
win,Wintu,41.0,-122.5
wir,Wirangu,-32.0,134.0
wiy,Wiyot,40.8333333333,-124.166666667
wkw,Wagawaga,-26.5,152.5
wlf,Wolof,15.25,-16.0
wll,Wallisian,-13.3,-176.2
wlm,Walmatjari,-19.5,125.75
wlo,Wolio,-5.5,122.75
wlw,Warluwara,-22.0,138.5
wly,Wolaytta,6.83333333333,37.75
wma,West Makian,0.5,127.583333333
wme,Wambule,29.25,85.9166666667
wmn,Wéménugbé,6.66666666667,2.5
wmu,Wik Munkan,-13.9166666667,141.75
wn,Wik Ngathana,-13.9166666667,141.5
wna,Wan,7.83333333333,-5.86666666667
wnb,Winnebago,43.5,-88.5
wnt,Wantoat,-6.16666666667,146.5
wob,Wobe,7.41666666667,-7.33333333333
wog,Wogamusin,-4.25,142.333333333
woi,Woisika,-8.25,124.833333333
wol,Woleaian,7.33333333333,143.833333333
wom,Womo,-2.91666666667,141.833333333
wor,Worora,-15.6666666667,124.666666667
wps,Wapishana,2.66666666667,-60.0
wra,Warao,9.33333333333,-61.6666666667
wrb,Warrnambool,-38.25,142.5
wrd,Wardaman,-15.5,131.0
wrg,Warrgamay,-18.5833333333,146.083333333
wrk,Warekena,1.5,-67.5
wrl,Warlpiri,-20.0,132.333333333
wrm,Warembori,-1.66666666667,137.583333333
wrn,Warndarang,-14.4166666667,135.583333333
wrp,Waropen,-2.33333333333,136.583333333
wrs,Waris,-3.16666666667,141.0
wru,Warumungu,-19.5,134.5
wrw,Warrwa,-17.5,123.5
wry,Waray (in Australia),-13.1666666667,131.25
wsk,Waskia,-4.5,146.0
wth,Wathawurrung,-38.0,144.0
wtm,Watam,-3.91666666667,144.5
wuc,Wu (Changzhou),31.6666666667,119.916666667
wur,Waurá,-13.0,-53.0
wwa,Waama,10.5833333333,1.66666666667
wwr,Woiwurrung,-37.5,145.5
wwy,Waray-Waray,12.0,125.0
wya,Wyandot,44.3333333333,-77.5
wyn,Wayana,3.25,-54.1666666667
xam,/Xam,-31.0,21.0
xar,Xârâcùù,-21.6666666667,166.0
xas,Xasonga,14.25,-10.5
xav,Xavánte,-15.0,-52.5
xbi,Kombio,-3.5,142.75
xer,Xerénte,-10.0,-48.1666666667
xho,Xhosa,-32.0,27.0
xia,Xiamen,24.5,118.166666667
xns,Kanashi,32.0833333333,77.25
xok,Xokleng,-24.5,-50.0
xoo,!Xóõ,-24.0,21.5
xsm,Kàsim,11.0,-1.33333333333
xun,!Xun (Ekoka),-19.6666666667,18.0
yag,Yagua,-3.5,-72.0
yah,Yahgan,-55.0,-68.0
yak,Yaka,-7.0,17.5
yal,Yale (Kosarek),-4.08333333333,139.5
yam,Yaminahua,-8.0,-73.0
yan,Yana,40.5,-122.0
yao,Yao (in Malawi),-14.5,35.5
yap,Yapese,9.58333333333,138.166666667
yaq,Yaqui,27.5,-110.25
yar,Yareba,-9.5,148.5
yav,Yavapai,34.0,-113.333333333
yaw,Yawa,-1.75,136.25
yay,Yay,22.4166666667,104.75
yaz,Yazgulyam,38.5,71.5
yba,Yamba,6.41666666667,11.0833333333
ybi,Yamphu,27.5833333333,87.3333333333
ych,Yup'ik (Chevak),61.5,-165.75
ycn,Yucuna,-0.75,-71.0
yct,Yucatec,20.0,-89.0
ydb,Yiddish (Bessarabian),47.0,28.5
ydd,Yiddish,52.0,23.0
ydl,Yiddish (Lodz),51.75,19.4166666667
yei,Yei,-7.91666666667,140.916666667
yel,Yelî Dnye,-11.3666666667,154.166666667
yem,Yemba,5.41666666667,10.0833333333
yes,Yessan-Mayo,-4.16666666667,142.583333333
yey,Yeyi,-20.0,23.5
ygd,Yag Dii,8.0,14.0
ygn,Yaghnobi,39.0,69.0
ygr,Yagaria,-6.33333333333,145.416666667
yi,Yi,24.0,104.0
yid,Yidiny,-17.0,145.75
yil,Yil,-3.53333333333,142.15
yim,Yimas,-4.66666666667,143.55
yin,Yindjibarndi,-21.75,117.916666667
yir,Yir Yiront,-14.8333333333,141.833333333
yki,Yuki,39.6666666667,-123.5
ykm,Yakoma,4.41666666667,18.4166666667
ykn,Yakan,6.5,122.0
yko,Yukaghir (Kolyma),65.75,150.833333333
ykp,Yukpa,10.1666666667,-72.75
ykt,Yakut,62.0,130.0
ylb,Yulparija,-21.0,124.0
yli,Yali,-4.0,139.333333333
ylm,Yelmek,-7.66666666667,139.166666667
ylr,Yalarnnga,-22.0,140.0
ylt,Yiddish (Lithuanian),55.0,25.0
ymd,Yamdena,-7.5,131.5
ymi,Yami,22.0,121.5
yms,Yemsa,7.83333333333,37.3333333333
yna,Yupik (Naukan),66.0,-172.0
yng,Yingkarta,-25.1666666667,114.833333333
ynk,Yankuntjatjara,-27.0,132.0
ynm,Yanomámi,2.33333333333,-63.0
yns,Yansi,-3.83333333333,18.0
yny,Yanyuwa,-16.4166666667,137.166666667
yok,Yokuts (Yaudanchi),36.0833333333,-119.083333333
yor,Yoruba,8.0,4.33333333333
ypk,Yup'ik (Central),59.5,-160.0
yqy,Yaqay,-6.58333333333,139.25
yrc,Yuracare,-16.5833333333,-65.25
yrm,Yurimangí,3.83333333333,-77.0
yrr,Yaruro,7.0,-68.0
yrt,Yuruti,1.0,-70.4166666667
ysi,Yupik (Sirenik),64.5,-174.0
ysl,Yupik (St. Lawrence Island),63.5,-170.5
yta,Yurt Tatar,46.3333333333,48.5
ytu,Yukaghir (Tundra),69.0,155.0
yuc,Yuchi,35.75,-86.75
yug,Yugh,61.0,90.0
yuk,Yukulta,-17.3333333333,138.833333333
yul,Yulu,8.5,25.25
yun,Yup'ik (Norton Sound),64.0,-161.0
yur,Yurok,41.3333333333,-124.0
yus,Yupik (Siberian),65.0,-173.0
yuw,Yuwaalaraay,-29.5,148.0
ywl,Yawelmani,35.4166666667,-119.0
ywr,Yawuru,-18.0,122.5
yyg,Yaygir,-29.6666666667,153.0
yyo,Yorta Yorta,-36.0,146.0
yzv,Yazva,65.0,55.0
zag,Beria,16.0,23.0
zai,Zapotec (Isthmus),16.416667,-95.0
zaj,Zapotec (Juárez),17.5,-96.5833333333
zam,Zapotec (Mixtepec),16.3333333333,-96.3333333333
zan,Zande,4.0,26.0
zap,Zapotec (Mitla),16.8,-96.25
zaq,Zapotec (Quiegolani),16.1666666667,-96.0833333333
zar,Zarma,13.8333333333,2.16666666667
zay,Zayse,5.91666666667,37.3333333333
zaz,Zazaki,39.0,41.0
zch,Zoque (Chimalapa),16.75,-94.75
zen,Zenaga,17.3333333333,-16.0
zfl,Zoque (Francisco León),17.3333333333,-93.25
zha,Zhang-Zhung,31.5833333333,78.4166666667
zhn,Zhuang (Northern),24.0,108.0
zim,Zimakani,-7.43333333333,141.433333333
zno,Zulu (Northern),-28.0,31.0
zpi,Zapotec (Ixtlan),17.25,-96.5
zpr,Zaparo,-2.0,-76.3333333333
zqc,Zoque (Copainalá),17.0,-93.25
zqo,Zoque (Ostuacan),17.4166666667,-93.3
zqr,Zoque (Rayon),17.0833333333,-93.0
zqs,Zoque (Soteapan),18.3333333333,-95.1666666667
zso,Zulu (Southern),-31.0,30.0
zsq,Zapotec (San Lucas Quiaviní),16.9,-96.4666666667
zte,Zapotec (Texmelucan),16.5,-97.1666666667
zul,Zulu,-30.0,30.0
zun,Zuni,35.0833333333,-108.833333333
zya,Zapotec (Yatzachi),17.2,-96.2
zzo,Zapotec (Zoogocho),17.25,-96.25
